,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,round,country,lgbtqia+,start_year,last_year
460,1983,cy,Cyprus,Stavros and Constantina,i agapi akoma zi,16.0,,13.0,,16.0,26.0,,,,,,,Stavros Sideras,,"Na yinotane na ftiakso mia megali horodhia Ke tragudhi na tis grapso me orea melodhia Na to mathun ta pedhia mas Na to len s' oli ti yi Olonon na 'ne tragudhi Ke na legame mazi  I agapi akoma zi, i agapi akoma zi I agapi akoma zi, i agapi akoma zi I agapi akoma zi, ki as min idhe aspri mera I agapi akoma zi, ti niotho apopse ston agera  Na yinotane na ftiakso mia megali horodhia Ke tragudhi na tis grapso me orea melodhia Na 'pernan ta onira mas Na ta kanan musiki Ki i lai olu tu kosmu Na tragudhagan mazi  I agapi akoma zi, i agapi akoma zi I agapi akoma zi, i agapi akoma zi I agapi akoma zi, ki as min idhe aspri mera I agapi akoma zi, tin niotho apopse ston agera  I agapi akoma zi, i agapi akoma zi I agapi akoma zi, i agapi akoma zi",https://youtube.com/watch?v=Oh0bfRWDaSc,final,Cyprus,0.0,1981,2025
461,1983,dk,Denmark,Gry Johansen,kloden drejer,17.0,,15.0,,17.0,16.0,,,,,,,Christian Jacobsen;Flemming Gernyx;Lars Christensen,Billy Cross;Christian Jacobsen;Flemming Gernyx,"Kloden drejer, alting vokser op på ny Menn'sker mødes, svæver på en sky  Et oprørt hav i sjælens sind Et S.O.S. der gør mig så blind Måske ku' vi ved fælles hjælp Få brudt de bånd Så luk mig dog ind  Kloden drejer, alting vokser op på ny Menn'sker mødes, svæver på en sky  Et stjerneskud baner vej For mennesker som du og jeg Et lys bli'r tændt, og natten ser Endnu engang to menn'sker der ler  Kloden drejer, alting vokser op på ny Menn'sker mødes, svæver på en sky  Tusind stjerner viser vej De blinker kun for dig og mig Dig og mig  Kloden drejer, alting vokser op på ny Menn'sker mødes, svæver på en sky  Kloden drejer, alting vokser op på ny Menn'sker mødes, svæver på en sky Svæver på en sky",https://youtube.com/watch?v=cYzbevgyfJY,final,Denmark,0.0,1957,2025
462,1983,be,Belgium,Pas de Deux,rendez-vous,18.0,,19.0,,18.0,13.0,,,,,,,Walter Verdin,Paul Peyskens;Walter Verdin,Rendez-vous Maar de maat is vol en m'n kop is toe  Rendez-vous Maar de maat is vol en m'n kop is toe  Rendez-vous Rendez-vous  Rendez-vous Maar de maat is vol  Rendez-vous Maar de maat is vol en m'n kop is toe  Rendez-vous Maar de maat is vol en m'n kop is toe  Rendez-vous Rendez-vous  Rendez-vous Maar de maat is vol  Rendez-vous Maar de maat is vol en m'n kop is toe,https://youtube.com/watch?v=JRfve3wHYUY,final,Belgium,0.0,1956,2025
463,1983,tr,Turkey,Çetin Alp and the Short Wave,opera,19.0,,6.0,,19.0,0.0,,,,,,,Buğra Uğur,Aysel Gürel,"İşte opera, heyecan fırtınası Coşar ruhumda, duyarım sönmez o aşkı  Baleli aşk dolu, müzikli oyunlar Uvertür, trio, duetto, korolar Saraydan kız kaçırma, ölmez La Traviata  Opera, opera, opera, opera, opera Opera, opera, opera, opera, Carmen, Aida Opera, opera, bu gece operalarda Tosca, Figaro, Fidelio var, coşkun aryalar  Lay lay la lay lay lay la lay la lay... (Opera, opera, opera, opera, opera) Lay lay la lay lay lay la lay la lay... (Opera, opera, opera, opera), Carmen, Aida Opera, opera, bu gece operalarda Tosca, Figaro, Fidelio var, coşkun aryalar  İşte opera, Wagner ve Puccini Mozart, Rossini, Verdi'nin ölmez eseri  Baleli aşk dolu, müzikli oyunlar Uvertür, trio, duetto, korolar Saraydan kız kaçırma, ölmez La Traviata Ölmez asla",https://youtube.com/watch?v=9fGfXAYvGlI,final,Turkey,0.0,1975,2012
464,1983,es,Spain,Remedios Amaya,¿quién maneja mi barca?,19.0,,7.0,,19.0,0.0,,,,,,,José Miguel Evóras,Isidro Muñoz,"Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?  Ay, ¿quién maneja mi barca? Que a la deriva me lleva Ay, ¿quién maneja mi barca? Que a la deriva Que allí me lleva  Las trenzas de tu madre, anda y dime quién Que dime quién se las peina, dime quién Que dime quién se las peina  Voy a pedirle que me trence, anda y sí Tu cabeza, mi cabeza, anda y sí Tu cabeza, mi cabeza Por mucho que tú me pidas, yo te lo doy  Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?  Ay, ¿quién maneja mi barca? Que a la deriva me lleva Ay, ¿quién maneja mi barca? Que a la deriva Que allí me lleva  El verde de tus ojos verdes, mírame Que mira que yo te mire, mírame Que mira que yo te mire  El verde como cualquier verde, mírame Que es verde que me persigue, mírame Que es verde que me persigue Por mucho que tú me pidas, yo te lo doy  Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?  Ay, ¿quién maneja mi barca? Que a la deriva me lleva Ay, ¿quién maneja mi barca? Que a la deriva Que allí me lleva  Por mucho que tú me pidas, yo te lo doy  Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?  Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?  Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién? Ay, ¿quién maneja mi barca, quién? Que a la deriva me lleva, ¿quién?",https://youtube.com/watch?v=B3-0DLbQP2E,final,Spain,0.0,1961,2025
465,1984,se,Sweden,Herrey's,diggi-loo diggy-ley,1.0,,1.0,,1.0,145.0,,,,,,,Torgny Söderberg,Britt Lindeborg,"Blixtar och dunder, magiska under Plötsligt en dag har det hänt, åh... vilken tur (Du är en lyckofigur)  En dag i staden, (du gick där och tänkte) På esplanaden, (då såg du nåt som blänkte) Det kändes som jag hade vingar Åh... vilken underbar dröm  Diggi-loo diggi-ley, alla tittar på mig Där jag går i mina gyllne skor Jag dansade omkring på gatan Och hela världen den log  Diggi-loo diggi-ley, himlen öppnade sig Det är knappt man sina ögon tror Åh... jag börjar nästan sväva I mina gyllene skor  Jag har visioner för millioner Gyllene dojor för dig och lyckan är gjord (Säg mer, vi tror på ditt ord)  Tänk dig ett hinder, (det flyger du över) Vingar på skorna (är allt vad du behöver) Åh... jag kan bli vad jag önskar I min förtrollade värld  Diggi-loo diggi-ley, alla tittar på mig Där jag går i mina gyllne skor Jag dansade omkring på gatan Och hela världen den log  Diggi-loo diggi-ley, himlen öppnade sig Det är knappt man sina ögon tror Åh... jag börjar nästan sväva I mina gyllene skor  Det var en önskedröm men jag måste medge Att när jag vaknade vakna' jag med glädje Jag, en sång och en dansman Åh... åh...  Diggi-loo diggi-ley, himlen öppnade sig Det är knappt man sina ögon tror Åh... jag ville gärna önska Åt alla gyllene skor  Åh... jag ville gärna önska Åt alla gyllene skor",https://youtube.com/watch?v=UTFec_mrD-c,final,Sweden,0.0,1958,2025
466,1984,ie,Ireland,Linda Martin,terminal '3',2.0,,9.0,,2.0,137.0,,,,,,,Johnny Logan,,"Long distance USA, last night I heard him say He's been away too long, now he's coming home Be on the morning plane, if I still feel the same I should be waiting 'cause he'd be all alone  I'm in Arrivals by the time he had said I search the information board and it read ""Terminal Three: flight's on time""  Staring into a space, searching through every face He's been away too long now, he must have changed Another time and place can never quite erase The way he turned his back and walked away  I repeated all the words he had said Until a voice came through into my head ""Terminal Three: flight's on time""  Fly to me on the wings of all you meant to me Memories of the dreams that all tomorrow can be For you and me ""Terminal Three: flight's on time""  Fly to me on the wings of all you meant to me Memories of the dreams that all tomorrow can be For you and me ""Terminal Three: flight's on time""  Long distance USA, last night I heard him say Could I be waiting 'cause he'd be all alone I told him nothing's changed and I still feel the same He's been away too long  Come on home (Long distance USA, last night I heard him say) Come on home (Could I be waiting 'cause he'd be all alone) Come on home (I told him nothing's changed and I still feel the same) Come on home (He's been away too long) ""Terminal Three: flight's on time""  Long distance USA, long distance USA Long distance USA, long distance USA Long distance USA, long distance USA Long distance USA, long distance USA",https://youtube.com/watch?v=KqZhLJ6IrNk,final,Ireland,0.0,1965,2025
467,1984,es,Spain,Bravo,"lady, lady",3.0,,4.0,,3.0,106.0,,,,,,,Miguel Blasco,Amaya Saizar,"Cada atardecer Al ponerse el sol Sale a pasear Por la calle mayor  Su pamela gris (Su pamela gris) Su traje de almidón Perfumes de jazmín (Perfumes de jazmín) Botines de charol  Lady, lady, lady Se pinta los ojos de azul Aunque hace mil años Que dejo atrás su juventud (Su juventud) Cuando un día de verano La quebró un desengaño  Lady, lady, lady Vive en su mundo de cristal Cree que algún día él volverá  Vive de alquiler En una habitación Colgada en la pared La foto de un señor  Su vida transcurrió (Su vida transcurrió) En nubes de algodón En sueños de papel (En sueños de papel) En busca de su amor  Lady, lady, lady Se pinta los ojos de azul Aunque hace mil años Que dejo atrás su juventud (Su juventud) Cuando un día de verano La quebró un desengaño  Lady, lady, lady Se pinta los ojos de azul Aunque hace mil años Que dejo atrás su juventud (Su juventud) Cuando un día de verano La quebró un desengaño  Lady, lady, lady Vive en su mundo de cristal Cree que algún día él volverá  Lady, lady, lady Se pinta los ojos de azul Aunque hace mil años Que dejo atrás su juventud (Su juventud) Cuando un día de verano La quebró un desengaño  Lady, lady, lady Se pinta los ojos de azul Aunque hace mil años Que dejo atrás su juventud (Su juventud) Cuando un día de verano La quebró un desengaño",https://youtube.com/watch?v=ziBsXRsqvZs,final,Spain,0.0,1961,2025
468,1984,dk,Denmark,Hot Eyes,det' lige det,4.0,,10.0,,4.0,101.0,,,,,,,Søren Bundgaard,Keld Heick,"Regnen slår mod ruden Jeg stirrer trist på den Der' ikke meget, der tyder på At solen kigger frem igen Så ringer det på døren Og hvem mon træder ind? Det gør du, og straks er regnen væk I hvert fald i mit sind  Det' lige det, jeg går og venter på Det' lige det, der får mig til at leve Det store sus, en herlig gave Der pluds'lig dukker ud af det blå Det' lige det, jeg går og venter på Det' lige det, der får mig til at svæve Og hvis jeg drømmer, be'r jeg dig: Lad vær' og væk' mig mer'  Du står lidt sky og tøver Fortæller så til sidst At det er gået op for dig Hvad jeg så længe selv har vidst Du stirrer skræmt forbi mig Ved ordet 'kærlighed' Bare rolig, jeg bli'r aldrig træt Af det dér ord, du ved  Det' lige det, jeg går og venter på Det' lige det, der får mig til at leve Det store sus, en herlig gave Der pluds'lig dukker ud af det blå Det' lige det, jeg går og venter på Det' lige det, der får mig til at svæve Og hvis jeg drømmer, be'r jeg dig: Lad vær' og væk' mig mer'  Vi løber hånd i hånd hen ad vejen Og blæser på, om regnen ta'r til Jeg bli'r en smule stolt og forlegen Hver gang du sender mig et smil  Det' lige det... Det' lige det, jeg går og venter på Det' lige det, der får mig til at leve Det store sus, en herlig gave Der pluds'lig dukker ud af det blå Det' lige det, jeg går og venter på Det' lige det, der får mig til at svæve Og hvis jeg drømmer, be'r jeg dig: Lad vær' og væk' mig mer'",https://youtube.com/watch?v=Ba3BtlWEr-k,final,Denmark,0.0,1957,2025
469,1984,be,Belgium,Jacques Zegers,avanti la vie,5.0,,8.0,,5.0,70.0,,,,,,,Henri Seroka,Jacques Zegers,"Avanti, avanti la vie Traverse la mémoire des hommes Du cœur et des poings, avanti Peut-être referas-tu Rome  Avanti, avanti la vie Sois un oiseau sans barreaux, va Des ailes et du bec, avanti Mais vole plus haut que les chats  Le train des jours roule dans ta tête Tant de détours souvent te guettent  Avanti, avanti la vie N'écoute pas toutes les lois Tu en crèverais, avanti Toutes les libertés grondent en toi  (Avanti, avanti la vie) Ni valet, ni roi (Sois poète sans bourreaux, va) Chante aussi fort que tu pourras (De l'encre et des mots, avanti) Avanti la vie (Écris le fou du fond de toi)  Le train du temps parfois s'arrête Profites-en, change de tête  Avanti, avanti la vie Aide-toi, le ciel t'aidera Lève-toi et marche, avanti Un autre l'a dit avant moi  (Avanti, avanti la vie) Avanti la vie (Traverse la mémoire des hommes) Du cœur et des poings, avanti (Du cœur et des poings, avanti) Peut-être referas-tu Rome",https://youtube.com/watch?v=apMQRVC8JHg,final,Belgium,0.0,1956,2025
470,1984,fr,France,Annick Thoumazeau,autant d'amoureux que d'étoiles,8.0,,3.0,,8.0,61.0,,,,,,,Vladimir Kosma,Charles Level,"Quel est l'endroit? Quel est l'envers? Dans quel sens elle tourne, la terre? Il paraît qu'il y a de l'orage dans l'air Le monde est-il meilleur ou pire? Je n'sais pas ce que je peux dire Mais chez moi, j'entends des éclats de rire  Il y a autant d'amoureux que d'étoiles au ciel Il y a autant d'heureux que nous sous le soleil Laisse-moi regarder l'avenir au fond des yeux Laisse-moi te jurer qu'on restera tous les deux  Il y a autant d'amoureux que d'étoiles au ciel Il y a autant d'heureux que nous sous le soleil Si tu sais écouter, tu entendras des oiseaux Si tu sais regarder, tu verras, le monde est beau Le monde est beau  Quel est l'envers? Quel est l'endroit? Dans tes bras, je ne le sais pas Mais pourtant on est tellement bien comme ça S'il faut souffrir, s'il faut mourir Je veux bien mourir de plaisir D'amour fou ou d'un grand éclat de rire  Il y a autant d'amoureux que d'étoiles au ciel Il y a autant d'heureux que nous sous le soleil Laisse-moi regarder l'avenir au fond des yeux Laisse-moi te jurer qu'on restera tous les deux  Il y a autant d'amoureux que d'étoiles au ciel Il y a autant d'heureux que nous sous le soleil Si tu sais écouter, tu entendras des oiseaux Si tu sais regarder, tu verras, le monde est beau Le monde est beau",https://youtube.com/watch?v=4k28wNXmgsU,final,France,0.0,1956,2025
471,1984,fi,Finland,Kirka,hengaillaan,9.0,,16.0,,9.0,46.0,,,,,,,Jukka Siikavire,Jussi Tuominen,"Kakskytkaks ja nelkytviis on juna mennyt viimeinen Mut siitä viis, raide kaks Jo puolikuus, on aamulla taas lähdössä uus  Tää yö nyt ollaan vaan ja hengaillaan Ei mennä nukkumaan Asemalla soitellaan ja svengaillaan Kun junaa odotetaan  Se viimene juna mun laukun vei Junilla on kiire mulla ei Elämän junaan aina mennä mukaan saa  Nolla kaks jo kello käy Me asemalla kahden vain, ei muita näy Tunnin kaks on soinut blues Ja aamuun aikaa on ikuisuus  Tää yö nyt ollaan vaan ja hengaillaan Ei mennä nukkumaan Asemalla soitellaan ja svengaillaan Kun junaa odotetaan  Se viimene juna mun laukun vei Junilla on kiire mulla ei Maailman kuvaa muutenkin voi laajentaa  Raide kaks ja aamu uus Nyt myöhästyttiin uudestaan on kello kuus Tuonnemmaks kun matka jää, niin jatkuu meidän tunnelma tää  Tää päivä ollaan vaan ja hengaillaan Koko päivä soitellaan ja svengaillaan  Tää päivä ollaan vaan ja hengaillaan Ei mennä nukkumaan Koko päivä soitellaan ja svengaillaan Kun junaa odotetaan Kun junaa odotetaan",https://youtube.com/watch?v=5G_vnjEL9R4,final,Finland,0.0,1961,2025
472,1984,lu,Luxembourg,Sophie Carle,100% d'amour,10.0,,2.0,,10.0,39.0,,,,,,,Jean-Pierre Goussaud,Jean-Michel Beriat;Patrick James,"Au téléphone y a des soupirs Qui nous empêchent de dormir Dans ma radio y a trop de chansons Qui me mettent le cœur en chiffon  Au-dessus des villes y a des avions Et des étoiles qui tournent en rond Où sont les chevaux du manège? Où sont ces dieux qui nous protègent?  Donnez-moi cent pour cent d'amour Pour le partager tous les jours Avec le ciel, avec les gens, oh... Donnez-moi cent pour cent d'amour  Moi je voudrais faire quelque chose Avec du bleu, avec du rose Pour changer les yeux de la Terre Qui regardent le film à l'envers  Moi j'imagine une vidéo Où les enfants parlent aux oiseaux On a le son sans les images On a la mer, mais pas la plage  Donnez-moi cent pour cent d'amour Pour le partager tous les jours Avec le ciel, avec les gens, oh... Donnez-moi cent pour cent d'amour  Si vous avez au creux des mains Des vieux rêves qui ne servent à rien  Donnez-moi cent pour cent d'amour Pour le partager tous les jours Avec le ciel, avec les gens, oh... Donnez-moi cent pour cent d'amour  Donnez-moi cent pour cent d'amour Pour le partager tous les jours Avec le ciel, avec les gens, oh... Donnez-moi cent pour cent d'amour",https://youtube.com/watch?v=sEWnCqgmM6I,final,Luxembourg,0.0,1956,2025
473,1984,pt,Portugal,Maria Guinot,silêncio e tanta gente,11.0,,19.0,,11.0,38.0,,,,,,,Maria Guinot,,"Às vezes é no meio do silêncio Que descubro o amor em teu olhar É uma pedra, é um grito Que nasce em qualquer lugar  Às vezes é no meio de tanta gente Que descubro afinal aquilo que sou Sou um grito ou sou uma pedra De um lugar onde não estou  Às vezes sou o tempo que tarda em passar E aquilo em que ninguém quer acreditar Às vezes sou também um sim alegre ou um triste não E troco a minha vida por um dia de ilusão E troco a minha vida por um dia de ilusão  Às vezes é no meio do silêncio Que descubro as palavras por dizer É uma pedra ou é um grito De um amor por acontecer  Às vezes é no meio de tanta gente Que descubro afinal p'ra onde vou E esta pedra, e este grito São a história daquilo que eu sou  Às vezes sou o tempo que tarda em passar E aquilo em que ninguém quer acreditar Às vezes sou também um sim alegre ou um triste não E troco a minha vida por um dia de ilusão E troco a minha vida por um dia de ilusão  Às vezes sou o tempo que tarda em passar E aquilo em que ninguém quer acreditar Às vezes sou também um sim alegre ou um triste não E troco a minha vida por um dia de ilusão E troco a minha vida por um dia de ilusão",https://youtube.com/watch?v=gXOFCPQkL1o,final,Portugal,0.0,1964,2025
474,1984,tr,Turkey,"Bes Yil Önce, On Yil Sonra",halay,12.0,,15.0,,12.0,37.0,,,,,,,Selçuk Başar,Ülkü Aker,"Yer yerinden oynar dostlar, halay denince Bir başkayız aşka gelince Coşkuluyuz sel gibi, esen yel gibi Bakmayız yabana el gibi  Elvan elvan açsın dostlar dalda çiçekler Bizim elde çoktur güzeller Sevdalı türkülerle verip elele Seslenelim yedi düvele Sevdalı türkülerle verip elele Seslenelim yedi düvele  Elele çalsin oynansin halay Sevgiyle çalsin oynansin halay  Herkes bu meydanda canım bir yer beğensin Davullar çalsın eğlensin Aşık coşsun vursun dostlar sazın teline Can dayanmaz tatlı diline  Yumak yumak örülsün dostluk bağları Aşalım o zorlu dağları Sevdalı türkülerle verip elele Seslenelim yedi düvele Sevdalı türkülerle verip elele Seslenelim yedi düvele  Elele çalsin oynansin halay Sevgiyle çalsin oynansin halay  Yumak yumak örülsün dostluk bağları Aşalım o zorlu dağları Sevdalı türkülerle verip elele Seslenelim yedi düvele Sevdalı türkülerle verip elele Seslenelim yedi düvele  Elele çalsin oynansin halay Sevgiyle çalsin oynansin halay  Halay",https://youtube.com/watch?v=yyAicsOvL9k,final,Turkey,0.0,1975,2012
475,1984,nl,Netherlands,Maribelle,ik hou van jou,13.0,,11.0,,13.0,34.0,,,,,,,Peter van Asten;Richard Debois,,Ik hou van jou Alleen van jou Ik kan niet leven in een wereld zonder jou Waar ik ook ben Ik hoor je stem Ik kan je zomaar niet vergeten  Neem mij weer in je armen Laat mij je hart verwarmen Ik wil je alles geven 'k Hou zoveel van jou  Je hoort bij mij Alleen bij mij Dat zijn die woorden die je eens tegen me zei 'k Ben zo alleen Waar moet ik heen? Waar is die tijd van toen gebleven?  Neem mij weer in je armen Laat mij je hart verwarmen Ik wil je alles geven 'k Hou zoveel van jou  Ik hou van jou Alleen van jou Ik kan niet leven in een wereld zonder jou Ik hou van jou,https://youtube.com/watch?v=gPEBOXtGt04,final,Netherlands,0.0,1956,2025
476,1984,de,Germany,Mary Roos,aufrecht geh'n,13.0,,14.0,,13.0,34.0,,,,,,,Michael Reinecke,Michael Kunze,"Also dann Adieu, ich mach dir keine Szene Dreh dich um und geh, dein Mitleid brauch ich nicht Vielleicht bin ich verzweifelt, vielleicht geht es mir schlecht Doch du wirst sehn, jetzt werde ich erst recht  Aufrecht gehn, aufrecht gehn Ich hab endlich gelernt, wenn ich fall, aufzustehn Mit Stolz in meinen Augen und trotz Tränen im Gesicht Aufrecht gehn durch die Nacht ins Licht  Wenn du wieder kommst, ich weiss, das kann schon bald sein Ist es ganz umsonst, ich warte nicht auf dich Und wenn wir uns begegnen, schau ich kaum hin zu dir Und wenn ich schwach werd, sag ich streng zu mir:  Aufrecht gehn, aufrecht gehn Ich hab endlich gelernt, wenn ich fall, aufzustehn Mit Stolz in meinen Augen und trotz Tränen im Gesicht Aufrecht gehn durch die Nacht ins Licht  Noch ist mein Schweigen etwas bitter Und noch klingt auch mein Lachen etwas schrill Noch sind in meiner Seele Splitter Noch sehe ich kein Ziel, jedoch ich will  Aufrecht gehn, aufrecht gehn Ich hab endlich gelernt, wenn ich fall, aufzustehn Mit Stolz in meinen Augen und trotz Tränen im Gesicht Aufrecht gehn durch die Nacht ins Licht",https://youtube.com/watch?v=ag3TeXJOGF4,final,Germany,0.0,1956,2025
477,1984,cy,Cyprus,Andy Paul,anna maria lena,15.0,,7.0,,15.0,31.0,,,,,,,Andy Paul,,"T' onoma su to tragudho, Anna Filakto s' eho sto lemo, Anna Ti kardhia mu ti zestenis ap' tin pagonia Ke mu dhiohnis to himona ke ti monaksia  Anna Maria Lena Mia agapi mas krati O Anna, tha ine ena T' oniro mas sti zoi Anna Maria Lena  I hara sti zoi in' akrivi, Anna Me gliko skopo tha sto po, Anna Tora vrika tin alithia, dhromo anikto Pias' to heri pu su dhino, tha fthasume ki i dhio  Anna Maria Lena Mia agapi mas krati O Anna, tha ine ena T' oniro mas sti zoi Anna Maria Lena  Oh Anna Maria Lena Mia agapi mas krati Whoa... Anna tha ine ena T' oniro mas sti zoi  Oh Anna Maria Lena Mia agapi mas krati O Anna, tha ine ena T' oniro mas sti zoi Anna Maria Lena",https://youtube.com/watch?v=-xnUr1pgNiI,final,Cyprus,0.0,1981,2025
478,1984,ch,Switzerland,Rainy Day,welche farbe hat der sonnenschein,16.0,,17.0,,16.0,30.0,,,,,,,Günter Loose,,"Schon als kleines Kind hab' ich nachgedacht Wie man sowas malt, so ein Bild von der Welt Und wer weiß, wie ein Maler das wohl macht?  Farbenfroh und schön, voller Sonnenschein Sah ich jeden Tag, aber dann in der Nacht Da fiel mir stets die gleiche Frage ein  Welche Farbe hat der Sonnenschein? Welche Farbe hat die Welt? Ist sie blau wie das weite Meer? Wie das hohe Himmelszelt?  Welche Farbe hat der Sonnenschein? Er wirft Schatten oder Licht Schau die Welt mit offnen Augen an Sonst siehst du die Wunder nicht  Wie malt man das Glück? Einfach Zart in Rot? Wie malt man den Schmerz? Welche Farbe hat Krieg? Und wie malt man den Hunger und die Not?  Welche Farbe hat der Sonnenschein? Welche Farbe hat die Welt? Ist sie blau wie das weite Meer Wie das hohe Himmelszelt?  Welche Farbe hat der Sonnenschein? Da sind Bilder bunt und viel Wie du alles auf der Erde siehst Das bestimmt ganz allein dein Gefühl",https://youtube.com/watch?v=MgeHg45UQFg,final,Switzerland,0.0,1956,2025
479,1984,no,Norway,Dollie de Luxe,lenge leve livet,17.0,,5.0,,17.0,29.0,,,,,,,Benedicte Adrian;Ingrid Bjørnov,,"Lenge leve livet, vi vet aldri hvor vi ender Lenge leve troen på et liv  Himmel og helvete over oss alle Ingen forstår, alle vet, ingen ser Hvor mange flere martyrer må falle Før vi blir nødt til å se hva som skjer?  Lenge leve livet, vi vet aldri hvor vi ender Lenge leve håpet, vi står sammen, samme hva som hender Lenge leve troen på at fiender kan bli venner Lenge leve troen på et liv  Ingen forstår at det angår oss alle Ingen forstår hvordan dette kan skje Våpen blir varme mens kroppe blir kalde Alle mot alle, men ingen er med  Lenge leve livet, vi vet aldri hvor vi ender Lenge leve håpet, vi står sammen, samme hva som hender Lenge leve troen på at fiender kan bli venner Lenge leve troen på et liv (Samme hva som hender, hva som hender)  Lenge leve livet, vi vet aldri hvor vi ender Lenge leve håpet, vi står sammen, samme hva som hender Lenge leve troen på at fiender kan bli venner Lenge leve troen på et liv, samme hva som hender  Lenge leve livet, vi vet aldri hvor vi ender Lenge leve...",https://youtube.com/watch?v=e7fLpKM13w4,final,Norway,0.0,1960,2025
480,1984,yu,Yugoslavia,Vlado and Isolda,ciao amore,18.0,,12.0,,18.0,26.0,,,,,,,Slobodan Bućevac,Milan Perić,"Sjećaš li se te je noći pao snijeg Stajali smo na peronu ti i ja Držao si me za ruku Dirao si moju kosu i ćutao  S prvim vozom morala si poći znam U očima tvojim vidio sam strah Šaptala si moje ime Drhtala si sva od zime, i plakala  Ciao, amore, ciao, ljubavi Ciao, amore, ciao i piši mi Idi brzo ne okreći se Ništa više nije važno, ne Tvoje oči govore mi sve Samo me poljubi Ciao, amore (Ciao, amore)  (Ciao, amore, ciao, amore)  Sjećaš li se te je noći pao snijeg Stajali smo na peronu ti i ja Šaptala si moje ime Drhtala si sva od zime, i plakala  Ciao, amore, ciao, ljubavi Ciao, amore, ciao i piši mi Idi brzo ne okreći se Ništa više nije važno, ne Tvoje oči govore mi sve Samo me poljubi Ciao, amore (Ciao, amore)  Ciao, amore, ciao, ljubavi Ciao, amore, ciao i piši mi",https://youtube.com/watch?v=u0B8uU5njnM,final,Yugoslavia,0.0,1961,1992
481,1984,at,Austria,Anita,einfach weg,19.0,,13.0,,19.0,5.0,,,,,,,Brigitte Seuberth,Walter Müller,"Es war einfach Zeit, einmal abzuhauen Endlich raus, aus dem Trott, aus der Stadt, im Morgengrauen Es lag nicht an dir, es war einfach da Und es tut mir nicht leid, und ich hab' nicht bereut, was geschah  Einfach weg mit zwei Koffern in irgendein anderes Land Einfach weg von zu Haus, sonst verlier' ich noch den Verstand Einfach weg, ganz egal, was die anderen dazu sagen Einfach weg, ohne dich oder irgendwen andern zu fragen  Rette sich wer kann, ich muß einfach raus Ich fang' von vorne an, ich halt' das nicht mehr aus  Ich hab' schon geglaubt, es wäre längst zu spät Das Gefühl, wenn dir alles nur mehr auf die Nerven geht Ein bißchen allein, aber dafür frei Und du steigst in den Zug, und dir ist im Moment alles einerlei  Einfach weg mit zwei Koffern in irgendein anderes Land Einfach weg von zu Haus, sonst verlier' ich noch den Verstand  Rette sich wer kann, ich muß einfach raus Ich fang' von vorne an, ich halt' das nicht mehr aus  Einfach weg mit zwei Koffern und dann, irgendwohin Einfach weg, auch wenn ich vielleicht bald wieder bei dir bin Einfach weg mit zwei Koffern und dann, irgendwohin Einfach weg, auch wenn ich vielleicht bald wieder bei dir bin",https://youtube.com/watch?v=RylzE-ULCpY,final,Austria,0.0,1957,2025
482,1985,ie,Ireland,Maria Christian,wait until the weekend comes,6.0,,1.0,,6.0,91.0,,,,,,,Brendan J. Graham,,"Wait until the weekend comes Then we'll have what time it takes To sort it out To see it through  Wait until the weekend comes Sundays always change your mind And make you laugh about me and you  Hold me now Really don't want you to go Really don't want you to go And I'm so afraid  Hold me now Really don't want you to know Really don't want you to know That I'm so afraid  Wait until the summer comes Sunshine looks so good on you We'll catch the tide and start anew  Hold me now Really don't want you to go Really don't want you to go And I'm so afraid  Hold me now Really don't want you to know Really don't want you to know That I'm so afraid  Wait until the rainbow ends Then we'll find our pot of gold Lovers, friends, just growin' old  So wait until the weekend comes and goes Wait until the weekend comes and goes",https://youtube.com/watch?v=2R5N-eh4n5I,final,Ireland,0.0,1965,2025
